u_s_exports_and_imports_of_selected_fertilizers_year,u_s_exports_and_imports_of_selected_fertilizers_country,u_s_exports_and_imports_of_selected_fertilizers_commodity,u_s_exports_short_tons,u_s_exports_dollars,u_s_imports_short_tons,u_s_imports_dollars
2012,Benin,Other Potassium Fertilizers,,,,
2012,Benin,Phosphate Rock,,,,
2012,Benin,"Phosphoric Acid, Superphosphoric",,,,
2012,Benin,"Phosphoric Acid, Wet Process",,,,
2012,Benin,Potassium Muriate,,,,
2012,Benin,Potassium Nitrate,,,,
2012,Benin,Potassium Sulfate,,,,
2012,Benin,Potassium-Sodium Nitrate,,,,
2012,Benin,Sodium Nitrate,,,,
2012,Benin,Sulfur,,,,
2012,Benin,Urea (Solid),,,,
2012,Bermuda,Total,85.97939999999998,61669,,
2012,Bermuda,Ammonium Nitrate (Solid),,,,
2012,Bermuda,Ammonium Sulfate,,,,
2012,Bermuda,Anhydrous Ammonia,,,,
2012,Bermuda,Aqua Ammonia,,,,
2012,Bermuda,Calcium Cyanamide,,,,
2012,Bermuda,Calcium Nitrate,,,,
2012,Bermuda,Chemical Mixtures,56.2173,30583,,
2012,Bermuda,Concentrated Super,,,,
2012,Bermuda,Diammonium Phosphate (DAP),,,,
2012,Bermuda,Monammonium Phosphate (MAP),,,,
2012,Bermuda,Nitrogen Solutions,,,,
2012,Bermuda,Normal Super,,,,
2012,Bermuda,Other Nitrogen Fertilizers,,,,
2012,Bermuda,Other Phosphate Fertilizers,,,,
2012,Bermuda,Other Potassium Fertilizers,,,,
2012,Bermuda,Phosphate Rock,,,,
2012,Bermuda,"Phosphoric Acid, Superphosphoric",,,,
2012,Bermuda,"Phosphoric Acid, Wet Process",,,,
2012,Bermuda,Potassium Muriate,,,,
2012,Bermuda,Potassium Nitrate,,,,
2012,Bermuda,Potassium Sulfate,,,,
2012,Bermuda,Potassium-Sodium Nitrate,,,,
2012,Bermuda,Sodium Nitrate,2.2046,2610,,
2012,Bermuda,Sulfur,,,,
2012,Bermuda,Urea (Solid),27.5575,28476,,
2012,Bolivia,Total,40.7851,61631,,
2012,Bolivia,Ammonium Nitrate (Solid),,,,
2012,Bolivia,Ammonium Sulfate,,,,
2012,Bolivia,Anhydrous Ammonia,,,,
2012,Bolivia,Aqua Ammonia,,,,
2012,Bolivia,Calcium Cyanamide,,,,
2012,Bolivia,Calcium Nitrate,,,,
2012,Bolivia,Chemical Mixtures,9.9207,33641,,
2012,Bolivia,Concentrated Super,,,,
2012,Bolivia,Diammonium Phosphate (DAP),,,,
2012,Bolivia,Monammonium Phosphate (MAP),,,,
2012,Bolivia,Nitrogen Solutions,,,,
2012,Bolivia,Normal Super,,,,
2012,Bolivia,Other Nitrogen Fertilizers,,,,
2012,Bolivia,Other Phosphate Fertilizers,,,,
2012,Bolivia,Other Potassium Fertilizers,,,,
2012,Bolivia,Phosphate Rock,,,,
2012,Bolivia,"Phosphoric Acid, Superphosphoric",,,,
2012,Bolivia,"Phosphoric Acid, Wet Process",,,,
2012,Bolivia,Potassium Muriate,30.8644,27990,,
2012,Bolivia,Potassium Nitrate,,,,
2012,Bolivia,Potassium Sulfate,,,,
2012,Bolivia,Potassium-Sodium Nitrate,,,,
2012,Bolivia,Sodium Nitrate,,,,
2012,Bolivia,Sulfur,,,,
2012,Bolivia,Urea (Solid),,,,
2012,Bosnia-Hercegovina,Total,,,,
2012,Bosnia-Hercegovina,Ammonium Nitrate (Solid),,,,
2012,Bosnia-Hercegovina,Ammonium Sulfate,,,,
2012,Bosnia-Hercegovina,Anhydrous Ammonia,,,,
2012,Bosnia-Hercegovina,Aqua Ammonia,,,,
2012,Bosnia-Hercegovina,Calcium Cyanamide,,,,
2012,Bosnia-Hercegovina,Calcium Nitrate,,,,
2012,Bosnia-Hercegovina,Chemical Mixtures,,,,
2012,Bosnia-Hercegovina,Concentrated Super,,,,
2012,Bosnia-Hercegovina,Diammonium Phosphate (DAP),,,,
2012,Bosnia-Hercegovina,Monammonium Phosphate (MAP),,,,
2012,Bosnia-Hercegovina,Nitrogen Solutions,,,,
2012,Bosnia-Hercegovina,Normal Super,,,,
2012,Bosnia-Hercegovina,Other Nitrogen Fertilizers,,,,
2012,Bosnia-Hercegovina,Other Phosphate Fertilizers,,,,
2012,Bosnia-Hercegovina,Other Potassium Fertilizers,,,,
2012,Bosnia-Hercegovina,Phosphate Rock,,,,
2012,Bosnia-Hercegovina,"Phosphoric Acid, Superphosphoric",,,,
2012,Bosnia-Hercegovina,"Phosphoric Acid, Wet Process",,,,
2012,Bosnia-Hercegovina,Potassium Muriate,,,,
2012,Bosnia-Hercegovina,Potassium Nitrate,,,,
2012,Bosnia-Hercegovina,Potassium Sulfate,,,,
2012,Bosnia-Hercegovina,Potassium-Sodium Nitrate,,,,
2012,Bosnia-Hercegovina,Sodium Nitrate,,,,
2012,Bosnia-Hercegovina,Sulfur,,,,
2012,Bosnia-Hercegovina,Urea (Solid),,,,
2012,Brazil,Total,1974469.5220999997,776788197,8381.8892,5043711
2012,Brazil,Ammonium Nitrate (Solid),,,,
2012,Brazil,Ammonium Sulfate,505935.85860000004,129519375,,
2012,Brazil,Anhydrous Ammonia,,,7959.7083,4903989
2012,Brazil,Aqua Ammonia,,,,
2012,Brazil,Calcium Cyanamide,,,,
2012,Brazil,Calcium Nitrate,,,,
2012,Brazil,Chemical Mixtures,62368.134000000005,30896561,422.1809,139722
2012,Brazil,Concentrated Super,,,,
2012,Brazil,Diammonium Phosphate (DAP),574498.9186000001,242240489,,
2012,Brazil,Monammonium Phosphate (MAP),658268.2071,306101760,,
2012,Brazil,Nitrogen Solutions,,,,
2012,Brazil,Normal Super,,,,
2012,Brazil,Other Nitrogen Fertilizers,92.59320000000001,74965,,
2012,Brazil,Other Phosphate Fertilizers,,,,
2012,Brazil,Other Potassium Fertilizers,,,,
2012,Brazil,Phosphate Rock,2109.8022,57818,,
2012,Brazil,"Phosphoric Acid, Superphosphoric",40.7851,31872,,
2012,Brazil,"Phosphoric Acid, Wet Process",114899.34280000001,42993131,,
2012,Brazil,Potassium Muriate,54205.60250000001,19180557,,
2012,Brazil,Potassium Nitrate,,,,
2012,Brazil,Potassium Sulfate,,,,
2012,Brazil,Potassium-Sodium Nitrate,,,,
2012,Brazil,Sodium Nitrate,,,,
2012,Brazil,Sulfur,,,,
2012,Brazil,Urea (Solid),2050.2780000000002,5691669,,
2012,British Virgin Islands,Total,,,,
2012,British Virgin Islands,Ammonium Nitrate (Solid),,,,
2012,British Virgin Islands,Ammonium Sulfate,,,,
2012,British Virgin Islands,Anhydrous Ammonia,,,,
2012,British Virgin Islands,Aqua Ammonia,,,,
2012,British Virgin Islands,Calcium Cyanamide,,,,
2012,British Virgin Islands,Calcium Nitrate,,,,
2012,British Virgin Islands,Chemical Mixtures,,,,
2012,British Virgin Islands,Concentrated Super,,,,
2012,British Virgin Islands,Diammonium Phosphate (DAP),,,,
2012,British Virgin Islands,Monammonium Phosphate (MAP),,,,
2012,British Virgin Islands,Nitrogen Solutions,,,,
2012,British Virgin Islands,Normal Super,,,,
2012,British Virgin Islands,Other Nitrogen Fertilizers,,,,
2012,British Virgin Islands,Other Phosphate Fertilizers,,,,
2012,British Virgin Islands,Other Potassium Fertilizers,,,,
2012,British Virgin Islands,Phosphate Rock,,,,
2012,British Virgin Islands,"Phosphoric Acid, Superphosphoric",,,,
2012,British Virgin Islands,"Phosphoric Acid, Wet Process",,,,
2012,British Virgin Islands,Potassium Muriate,,,,
2012,British Virgin Islands,Potassium Nitrate,,,,
2012,British Virgin Islands,Potassium Sulfate,,,,
2012,British Virgin Islands,Potassium-Sodium Nitrate,,,,
2012,British Virgin Islands,Sodium Nitrate,,,,
2012,British Virgin Islands,Sulfur,,,,
2012,British Virgin Islands,Urea (Solid),,,,
2012,Brunei,Total,,,,
2012,Brunei,Ammonium Nitrate (Solid),,,,
2012,Brunei,Ammonium Sulfate,,,,
2012,Brunei,Anhydrous Ammonia,,,,
2012,Brunei,Aqua Ammonia,,,,
2012,Brunei,Calcium Cyanamide,,,,
2012,Brunei,Calcium Nitrate,,,,
2012,Brunei,Chemical Mixtures,,,,
2012,Brunei,Concentrated Super,,,,
2012,Brunei,Diammonium Phosphate (DAP),,,,
2012,Brunei,Monammonium Phosphate (MAP),,,,
2012,Brunei,Nitrogen Solutions,,,,
2012,Brunei,Normal Super,,,,
2012,Brunei,Other Nitrogen Fertilizers,,,,
2012,Brunei,Other Phosphate Fertilizers,,,,
2012,Brunei,Other Potassium Fertilizers,,,,
2012,Brunei,Phosphate Rock,,,,
2012,Brunei,"Phosphoric Acid, Superphosphoric",,,,
2012,Brunei,"Phosphoric Acid, Wet Process",,,,
2012,Brunei,Potassium Muriate,,,,
2012,Brunei,Potassium Nitrate,,,,
2012,Brunei,Potassium Sulfate,,,,
2012,Brunei,Potassium-Sodium Nitrate,,,,
2012,Brunei,Sodium Nitrate,,,,
2012,Brunei,Sulfur,,,,
2012,Brunei,Urea (Solid),,,,
2012,Bulgaria,Total,,,119718.59839999999,34570679
2012,Bulgaria,Ammonium Nitrate (Solid),,,11010.8747,3563969
2012,Bulgaria,Ammonium Sulfate,,,,
2012,Bulgaria,Anhydrous Ammonia,,,,
2012,Bulgaria,Aqua Ammonia,,,,
2012,Bulgaria,Calcium Cyanamide,,,,
2012,Bulgaria,Calcium Nitrate,,,,
2012,Bulgaria,Chemical Mixtures,,,,
2012,Bulgaria,Concentrated Super,,,,
2012,Bulgaria,Diammonium Phosphate (DAP),,,,
2012,Bulgaria,Monammonium Phosphate (MAP),,,,
2012,Bulgaria,Nitrogen Solutions,,,108707.7237,31006710
2012,Bulgaria,Normal Super,,,,
2012,Bulgaria,Other Nitrogen Fertilizers,,,,
2012,Bulgaria,Other Phosphate Fertilizers,,,,
2012,Bulgaria,Other Potassium Fertilizers,,,,
2012,Bulgaria,Phosphate Rock,,,,
2012,Bulgaria,"Phosphoric Acid, Superphosphoric",,,,
2012,Bulgaria,"Phosphoric Acid, Wet Process",,,,
2012,Bulgaria,Potassium Muriate,,,,
2012,Bulgaria,Potassium Nitrate,,,,
2012,Bulgaria,Potassium Sulfate,,,,
2012,Bulgaria,Potassium-Sodium Nitrate,,,,
2012,Bulgaria,Sodium Nitrate,,,,
2012,Bulgaria,Sulfur,,,,
2012,Bulgaria,Urea (Solid),,,,
2012,Burundi,Total,,,,
2012,Burundi,Ammonium Nitrate (Solid),,,,
2012,Burundi,Ammonium Sulfate,,,,
2012,Burundi,Anhydrous Ammonia,,,,
2012,Burundi,Aqua Ammonia,,,,
2012,Burundi,Calcium Cyanamide,,,,
2012,Burundi,Calcium Nitrate,,,,
2012,Burundi,Chemical Mixtures,,,,
2012,Burundi,Concentrated Super,,,,
2012,Burundi,Diammonium Phosphate (DAP),,,,
2012,Burundi,Monammonium Phosphate (MAP),,,,
2012,Burundi,Nitrogen Solutions,,,,
2012,Burundi,Normal Super,,,,
2012,Burundi,Other Nitrogen Fertilizers,,,,
2012,Burundi,Other Phosphate Fertilizers,,,,
2012,Burundi,Other Potassium Fertilizers,,,,
2012,Burundi,Phosphate Rock,,,,
2012,Burundi,"Phosphoric Acid, Superphosphoric",,,,
2012,Burundi,"Phosphoric Acid, Wet Process",,,,
2012,Burundi,Potassium Muriate,,,,
2012,Burundi,Potassium Nitrate,,,,
2012,Burundi,Potassium Sulfate,,,,
2012,Burundi,Potassium-Sodium Nitrate,,,,
2012,Burundi,Sodium Nitrate,,,,
2012,Burundi,Sulfur,,,,
2012,Burundi,Urea (Solid),,,,
2012,Cambodia,Total,,,,
2012,Cambodia,Ammonium Nitrate (Solid),,,,
2012,Cambodia,Ammonium Sulfate,,,,
2012,Cambodia,Anhydrous Ammonia,,,,
2012,Cambodia,Aqua Ammonia,,,,
2012,Cambodia,Calcium Cyanamide,,,,
2012,Cambodia,Calcium Nitrate,,,,
2012,Cambodia,Chemical Mixtures,,,,
2012,Cambodia,Concentrated Super,,,,
2012,Cambodia,Diammonium Phosphate (DAP),,,,
2012,Cambodia,Monammonium Phosphate (MAP),,,,
2012,Cambodia,Nitrogen Solutions,,,,
2012,Cambodia,Normal Super,,,,
2012,Cambodia,Other Nitrogen Fertilizers,,,,
2012,Cambodia,Other Phosphate Fertilizers,,,,
2012,Cambodia,Other Potassium Fertilizers,,,,
2012,Cambodia,Phosphate Rock,,,,
2012,Cambodia,"Phosphoric Acid, Superphosphoric",,,,
2012,Cambodia,"Phosphoric Acid, Wet Process",,,,
2012,Cambodia,Potassium Muriate,,,,
2012,Cambodia,Potassium Nitrate,,,,
2012,Cambodia,Potassium Sulfate,,,,
2012,Cambodia,Potassium-Sodium Nitrate,,,,
2012,Cambodia,Sodium Nitrate,,,,
2012,Cambodia,Sulfur,,,,
2012,Cambodia,Urea (Solid),,,,
2012,Cameroon,Total,577.6052000000001,113754,,
2012,Cameroon,Ammonium Nitrate (Solid),,,,
2012,Cameroon,Ammonium Sulfate,556.6615,101000,,
2012,Cameroon,Anhydrous Ammonia,,,,
2012,Cameroon,Aqua Ammonia,,,,
2012,Cameroon,Calcium Cyanamide,,,,
2012,Cameroon,Calcium Nitrate,,,,
2012,Cameroon,Chemical Mixtures,20.9437,12754,,
2012,Cameroon,Concentrated Super,,,,
2012,Cameroon,Diammonium Phosphate (DAP),,,,
2012,Cameroon,Monammonium Phosphate (MAP),,,,
2012,Cameroon,Nitrogen Solutions,,,,
2012,Cameroon,Normal Super,,,,
2012,Cameroon,Other Nitrogen Fertilizers,,,,
2012,Cameroon,Other Phosphate Fertilizers,,,,
2012,Cameroon,Other Potassium Fertilizers,,,,
2012,Cameroon,Phosphate Rock,,,,
2012,Cameroon,"Phosphoric Acid, Superphosphoric",,,,
2012,Cameroon,"Phosphoric Acid, Wet Process",,,,
2012,Cameroon,Potassium Muriate,,,,
2012,Cameroon,Potassium Nitrate,,,,
2012,Cameroon,Potassium Sulfate,,,,
2012,Cameroon,Potassium-Sodium Nitrate,,,,
2012,Cameroon,Sodium Nitrate,,,,
2012,Cameroon,Sulfur,,,,
2012,Cameroon,Urea (Solid),,,,
2012,Canada,Total,2052233.4802000003,961766774,14422137.157099988,5299603023
2012,Canada,Ammonium Nitrate (Solid),283741.94070000004,73510929,404322.53770000004,88831808
2012,Canada,Ammonium Sulfate,128598.72720000001,47544737,247576.58,65422669
2012,Canada,Anhydrous Ammonia,33438.270500000006,18011260,1244135.1456,755921814
2012,Canada,Aqua Ammonia,3676.1704999999997,893181,93667.9425,12563086
2012,Canada,Calcium Cyanamide,,,,
2012,Canada,Calcium Nitrate,,,,
2012,Canada,Chemical Mixtures,54109.70239999999,40955636,47818.87630000001,34706584
2012,Canada,Concentrated Super,,,,
2012,Canada,Diammonium Phosphate (DAP),147720.3253,46119820,17.6368,18935
2012,Canada,Monammonium Phosphate (MAP),908269.8471000004,473420629,84530.97780000002,48051537
2012,Canada,Nitrogen Solutions,39222.0386,14816458,401925.03520000004,115424828
2012,Canada,Normal Super,12022.786100000001,6001500,94.79780000000001,30624
2012,Canada,Other Nitrogen Fertilizers,8069.938299999999,4468920,133.3783,70816
2012,Canada,Other Phosphate Fertilizers,,,,
2012,Canada,Other Potassium Fertilizers,,,,
2012,Canada,Phosphate Rock,2681.8959,239753,286.598,174080
2012,Canada,"Phosphoric Acid, Superphosphoric",54907.76760000001,42365694,615.0834000000001,230724
2012,Canada,"Phosphoric Acid, Wet Process",24345.397800000006,6527602,,
2012,Canada,Potassium Muriate,7537.5274,5445512,8560723.0451,3224902749
2012,Canada,Potassium Nitrate,1590.6189000000002,855233,4.4092,8560
2012,Canada,Potassium Sulfate,7786.647199999999,4886508,32589.4995,21922855
2012,Canada,Potassium-Sodium Nitrate,,,175.26569999999998,118103
2012,Canada,Sodium Nitrate,271.16580000000005,215177,,
2012,Canada,Sulfur,,,1729042.4270999993,163282403
2012,Canada,Urea (Solid),334242.71290000004,175488225,1574477.9211,767920848
2012,Cayman Islands,Total,93.6955,164560,,
2012,Cayman Islands,Ammonium Nitrate (Solid),49.6035,114696,,
2012,Cayman Islands,Ammonium Sulfate,,,,
2012,Cayman Islands,Anhydrous Ammonia,,,,
2012,Cayman Islands,Aqua Ammonia,,,,
2012,Cayman Islands,Calcium Cyanamide,,,,
2012,Cayman Islands,Calcium Nitrate,,,,
2012,Cayman Islands,Chemical Mixtures,28.6598,33927,,
2012,Cayman Islands,Concentrated Super,,,,
2012,Cayman Islands,Diammonium Phosphate (DAP),,,,
2012,Cayman Islands,Monammonium Phosphate (MAP),,,,
2012,Cayman Islands,Nitrogen Solutions,,,,
2012,Cayman Islands,Normal Super,,,,
2012,Cayman Islands,Other Nitrogen Fertilizers,,,,
2012,Cayman Islands,Other Phosphate Fertilizers,,,,
2012,Cayman Islands,Other Potassium Fertilizers,,,,
2012,Cayman Islands,Phosphate Rock,,,,
2012,Cayman Islands,"Phosphoric Acid, Superphosphoric",1.1023,3427,,
2012,Cayman Islands,"Phosphoric Acid, Wet Process",,,,
2012,Cayman Islands,Potassium Muriate,,,,
2012,Cayman Islands,Potassium Nitrate,14.3299,12510,,
2012,Cayman Islands,Potassium Sulfate,,,,
2012,Cayman Islands,Potassium-Sodium Nitrate,,,,
2012,Cayman Islands,Sodium Nitrate,,,,
2012,Cayman Islands,Sulfur,,,,
2012,Cayman Islands,Urea (Solid),,,,
2012,Central African Republic,Total,,,,
2012,Central African Republic,Ammonium Nitrate (Solid),,,,
2012,Central African Republic,Ammonium Sulfate,,,,
2012,Central African Republic,Anhydrous Ammonia,,,,
2012,Central African Republic,Aqua Ammonia,,,,
2012,Central African Republic,Calcium Cyanamide,,,,
2012,Central African Republic,Calcium Nitrate,,,,
2012,Central African Republic,Chemical Mixtures,,,,
2012,Central African Republic,Concentrated Super,,,,
2012,Central African Republic,Diammonium Phosphate (DAP),,,,
2012,Central African Republic,Monammonium Phosphate (MAP),,,,
2012,Central African Republic,Nitrogen Solutions,,,,
2012,Central African Republic,Normal Super,,,,
2012,Central African Republic,Other Nitrogen Fertilizers,,,,
2012,Central African Republic,Other Phosphate Fertilizers,,,,
2012,Central African Republic,Other Potassium Fertilizers,,,,
2012,Central African Republic,Phosphate Rock,,,,
2012,Central African Republic,"Phosphoric Acid, Superphosphoric",,,,
2012,Central African Republic,"Phosphoric Acid, Wet Process",,,,
2012,Central African Republic,Potassium Muriate,,,,
2012,Central African Republic,Potassium Nitrate,,,,
2012,Central African Republic,Potassium Sulfate,,,,
2012,Central African Republic,Potassium-Sodium Nitrate,,,,
2012,Central African Republic,Sodium Nitrate,,,,
2012,Central African Republic,Sulfur,,,,
2012,Central African Republic,Urea (Solid),,,,
2012,Chad,Total,,,,
2012,Chad,Ammonium Nitrate (Solid),,,,
2012,Chad,Ammonium Sulfate,,,,
2012,Chad,Anhydrous Ammonia,,,,
2012,Chad,Aqua Ammonia,,,,
2012,Chad,Calcium Cyanamide,,,,
2012,Chad,Calcium Nitrate,,,,
2012,Chad,Chemical Mixtures,,,,
2012,Chad,Concentrated Super,,,,
2012,Chad,Diammonium Phosphate (DAP),,,,
2012,Chad,Monammonium Phosphate (MAP),,,,
2012,Chad,Nitrogen Solutions,,,,
2012,Chad,Normal Super,,,,
2012,Chad,Other Nitrogen Fertilizers,,,,
2012,Chad,Other Phosphate Fertilizers,,,,
2012,Chad,Other Potassium Fertilizers,,,,
2012,Chad,Phosphate Rock,,,,
2012,Chad,"Phosphoric Acid, Superphosphoric",,,,
2012,Chad,"Phosphoric Acid, Wet Process",,,,
2012,Chad,Potassium Muriate,,,,
2012,Chad,Potassium Nitrate,,,,
2012,Chad,Potassium Sulfate,,,,
2012,Chad,Potassium-Sodium Nitrate,,,,
2012,Chad,Sodium Nitrate,,,,
2012,Chad,Sulfur,,,,
2012,Chad,Urea (Solid),,,,
2012,Chile,Total,100412.91619999996,46753332,381464.1426,213110072
2012,Chile,Ammonium Nitrate (Solid),,,1200.4047,670095
2012,Chile,Ammonium Sulfate,,,,
2012,Chile,Anhydrous Ammonia,,,,
2012,Chile,Aqua Ammonia,,,,
2012,Chile,Calcium Cyanamide,,,,
2012,Chile,Calcium Nitrate,,,,
2012,Chile,Chemical Mixtures,55973.6917,25831902,749.5640000000002,632756
2012,Chile,Concentrated Super,,,,
2012,Chile,Diammonium Phosphate (DAP),20629.5445,9602101,,
2012,Chile,Monammonium Phosphate (MAP),4409.2,2000000,,
2012,Chile,Nitrogen Solutions,38.5805,12960,,
2012,Chile,Normal Super,,,,
2012,Chile,Other Nitrogen Fertilizers,,,,
2012,Chile,Other Phosphate Fertilizers,,,,
2012,Chile,Other Potassium Fertilizers,,,,
2012,Chile,Phosphate Rock,,,220.46,298080
2012,Chile,"Phosphoric Acid, Superphosphoric",,,,
2012,Chile,"Phosphoric Acid, Wet Process",,,,
2012,Chile,Potassium Muriate,18342.272,7532722,68796.7476,25260054
2012,Chile,Potassium Nitrate,,,158719.07470000003,114887372
2012,Chile,Potassium Sulfate,1.1023,8900,13785.363800000001,7223209
2012,Chile,Potassium-Sodium Nitrate,,,405.64639999999997,139762
2012,Chile,Sodium Nitrate,,,137586.8814,63998744
2012,Chile,Sulfur,,,,
2012,Chile,Urea (Solid),1018.5252,1764747,,
2012,China (Mainland),Total,76488.59700000001,34991413,437527.12060000026,179384049
2012,China (Mainland),Ammonium Nitrate (Solid),66.138,4920,5253.5617999999995,4061341
2012,China (Mainland),Ammonium Sulfate,94.7978,24114,22353.5417,5555861
2012,China (Mainland),Anhydrous Ammonia,558.8661000000002,213016,,
2012,China (Mainland),Aqua Ammonia,426.5901,93819,,
2012,China (Mainland),Calcium Cyanamide,,,,
2012,China (Mainland),Calcium Nitrate,,,31.9667,9935
2012,China (Mainland),Chemical Mixtures,19205.372900000002,6934729,9702.444599999999,5253477
2012,China (Mainland),Concentrated Super,,,,
2012,China (Mainland),Diammonium Phosphate (DAP),44525.2039,22622396,1423.0693,1459532
2012,China (Mainland),Monammonium Phosphate (MAP),10665.854800000001,4085439,11151.969100000002,8585708
2012,China (Mainland),Nitrogen Solutions,444.2269,39980,,
2012,China (Mainland),Normal Super,,,,
2012,China (Mainland),Other Nitrogen Fertilizers,1.1023,17500,,
2012,China (Mainland),Other Phosphate Fertilizers,,,,
2012,China (Mainland),Other Potassium Fertilizers,,,,
2012,China (Mainland),Phosphate Rock,17.6368,8500,,
2012,China (Mainland),"Phosphoric Acid, Superphosphoric",30.864399999999996,41560,4877.677500000001,2264088
2012,China (Mainland),"Phosphoric Acid, Wet Process",,,386.9073,75362
2012,China (Mainland),Potassium Muriate,1.1023,3132,,
2012,China (Mainland),Potassium Nitrate,427.6924000000001,260740,333.99690000000004,89302
2012,China (Mainland),Potassium Sulfate,6.6138,10200,540.1270000000001,163300
2012,China (Mainland),Potassium-Sodium Nitrate,,,,
2012,China (Mainland),Sodium Nitrate,,,1645.7339000000002,182921
2012,China (Mainland),Sulfur,,,46.2966,96222
2012,China (Mainland),Urea (Solid),16.5345,631368,379779.82820000005,151587000
2012,China (Taiwan),Total,4819.2555999999995,4185731,1049.3896,635696
2012,China (Taiwan),Ammonium Nitrate (Solid),,,,
2012,China (Taiwan),Ammonium Sulfate,,,22.046,23200
2012,China (Taiwan),Anhydrous Ammonia,26.455199999999998,36180,136.6852,44651
2012,China (Taiwan),Aqua Ammonia,20.9437,32414,489.4212,327215
2012,China (Taiwan),Calcium Cyanamide,,,,
2012,China (Taiwan),Calcium Nitrate,,,,
2012,China (Taiwan),Chemical Mixtures,1858.4778000000006,3383411,,
2012,China (Taiwan),Concentrated Super,,,,
2012,China (Taiwan),Diammonium Phosphate (DAP),,,,
2012,China (Taiwan),Monammonium Phosphate (MAP),,,,
2012,China (Taiwan),Nitrogen Solutions,,,,
2012,China (Taiwan),Normal Super,,,,
2012,China (Taiwan),Other Nitrogen Fertilizers,,,,
2012,China (Taiwan),Other Phosphate Fertilizers,,,,
2012,China (Taiwan),Other Potassium Fertilizers,,,,
2012,China (Taiwan),Phosphate Rock,303.1325,15187,,
2012,China (Taiwan),"Phosphoric Acid, Superphosphoric",,,,
2012,China (Taiwan),"Phosphoric Acid, Wet Process",2601.4280000000003,698189,,
2012,China (Taiwan),Potassium Muriate,5.5115,16330,,
2012,China (Taiwan),Potassium Nitrate,,,,
2012,China (Taiwan),Potassium Sulfate,3.3069,4020,374.782,225580
2012,China (Taiwan),Potassium-Sodium Nitrate,,,,
